Total Play Time,Total XP,Bot Name,Level,Rarity,Health,Size,Haste,Crit,Resilience,Max Energy,Res. Yield Incr.,Mission Success Boost,Mission Crit Chance,Mission Number
2881.6999999999994,9829,bot17,11,rare,100,19,12,12,497,124,0.19,0.06,0.06,699
16.0,714,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,699
1465.05,43146,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,700
659.0999999999999,18884,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,700
2883.6999999999994,9919,bot17,11,rare,100,19,12,12,497,124,0.19,0.06,0.06,700
20.0,894,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,700
1467.05,43216,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,701
663.0999999999999,18956,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,701
2885.6999999999994,10009,bot17,12,rare,100,19,13,13,497,124,0.19,0.065,0.065,701
28.0,1254,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,701
1471.05,43288,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,702
665.0999999999999,19066,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,702
2889.6999999999994,10189,bot17,12,rare,100,19,13,13,497,124,0.19,0.065,0.065,702
30.0,1324,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,702
1479.05,43408,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,703
667.0999999999999,19136,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,703
2891.6999999999994,10299,bot17,12,rare,100,19,13,13,497,124,0.19,0.065,0.065,703
32.3,1324,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,703
1481.35,43408,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,704
671.0999999999999,19196,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,704
2895.6999999999994,10519,bot17,12,rare,100,19,13,13,497,124,0.19,0.065,0.065,704
34.3,1394,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,704
1489.35,43552,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,705
679.0999999999999,19636,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,705
2903.6999999999994,10959,bot17,12,rare,100,19,13,13,497,124,0.19,0.065,0.065,705
42.3,1674,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,705
1497.35,43832,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,706
681.3999999999999,19636,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,706
2911.6999999999994,11239,bot17,12,rare,100,19,13,13,497,124,0.19,0.065,0.065,706
44.3,1710,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,706
1501.35,43904,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,707
689.3999999999999,19756,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,707
2915.6999999999994,11419,bot17,12,rare,100,19,13,13,497,124,0.19,0.065,0.065,707
46.3,1780,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,707
1509.35,44000,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,708
691.3999999999999,19786,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,708
2923.6999999999994,11699,bot17,13,rare,100,20,13,14,497,124,0.2,0.065,0.07,708
50.3,1920,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,708
1511.35,44090,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,709
693.3999999999999,19876,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,709
2925.6999999999994,11769,bot17,13,rare,100,20,13,14,497,124,0.2,0.065,0.07,709
58.3,2200,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,709
1513.35,44120,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,710
695.3999999999999,19900,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,710
2933.6999999999994,11889,bot17,13,rare,100,20,13,14,497,124,0.2,0.065,0.07,710
62.3,2260,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,710
1515.35,44156,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,711
703.3999999999999,20260,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,711
2935.6999999999994,11979,bot17,13,rare,100,20,13,14,497,124,0.2,0.065,0.07,711
64.3,2290,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,711
1517.35,44186,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,712
711.3999999999999,20700,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,712
2937.6999999999994,12069,bot17,13,rare,100,20,13,14,497,124,0.2,0.065,0.07,712
68.3,2362,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,712
1520.0,44186,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,713
713.7999999999998,20700,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,713
2941.6999999999994,12209,bot17,13,rare,100,20,13,14,497,124,0.2,0.065,0.07,713
70.3,2472,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,713
1522.0,44216,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,714
715.7999999999998,20736,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,714
2949.6999999999994,12489,bot17,13,rare,100,20,13,14,497,124,0.2,0.065,0.07,714
72.75,2472,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,714
1526.0,44356,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,715
719.7999999999998,20796,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,715
2951.6999999999994,12579,bot17,13,rare,100,20,13,14,497,124,0.2,0.065,0.07,715
76.75,2520,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,715
1530.0,44496,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,716
723.7999999999998,20844,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,716
2953.6999999999994,12649,bot17,13,rare,100,20,13,14,497,124,0.2,0.065,0.07,716
80.75,2660,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,716
1534.0,44636,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,717
725.7999999999998,20934,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,717
2961.6999999999994,12769,bot17,13,rare,100,20,13,14,497,124,0.2,0.065,0.07,717
82.75,2690,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,717
1536.0,44726,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,718
733.7999999999998,21078,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,718
2969.6999999999994,13049,bot17,13,rare,100,20,13,14,497,124,0.2,0.065,0.07,718
90.75,3130,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,718
1538.0,44756,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,719
741.7999999999998,21518,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,719
2973.6999999999994,13109,bot17,13,rare,100,20,13,14,497,124,0.2,0.065,0.07,719
94.75,3270,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,719
1546.0,44852,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,720
745.7999999999998,21658,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,720
2976.3499999999995,13109,bot17,13,rare,100,20,13,14,497,124,0.2,0.065,0.07,720
98.75,3410,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,720
1548.0,44942,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,721
748.4499999999998,21658,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,721
2984.3499999999995,13549,bot17,14,rare,100,21,13,15,497,124,0.21,0.065,0.075,721
100.75,3446,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,721
1552.0,45162,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,722
752.4499999999998,21798,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,722
2988.3499999999995,13729,bot17,14,rare,100,21,13,15,497,124,0.21,0.065,0.075,722
102.75,3470,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,722
1554.0,45162,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,723
760.4499999999998,22238,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,723
2990.3499999999995,13819,bot17,14,rare,100,21,13,15,497,124,0.21,0.065,0.075,723
106.75,3542,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,723
1556.0,45192,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,724
762.4499999999998,22348,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,724
2992.3499999999995,13889,bot17,14,rare,100,21,13,15,497,124,0.21,0.065,0.075,724
108.75,3632,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,724
1564.0,45336,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,725
766.4499999999998,22488,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,725
2996.3499999999995,13937,bot17,14,rare,100,21,13,15,497,124,0.21,0.065,0.075,725
111.35,3632,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,725
1566.0,45372,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,726
770.4499999999998,22628,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,726
3004.3499999999995,14297,bot17,14,rare,100,21,13,15,497,124,0.21,0.065,0.075,726
113.35,3656,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,726
1568.0,45408,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,727
778.4499999999998,22748,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,727
3008.3499999999995,14517,bot17,14,rare,100,21,13,15,497,124,0.21,0.065,0.075,727
115.35,3746,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,727
1576.0,45688,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,728
780.4499999999998,22784,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,728
3012.3499999999995,14737,bot17,14,rare,100,21,13,15,497,124,0.21,0.065,0.075,728
119.35,3794,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,728
1584.0,45808,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,729
784.4499999999998,22924,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,729
3014.3499999999995,14827,bot17,14,rare,100,21,13,15,497,124,0.21,0.065,0.075,729
123.35,3866,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,729
1586.35,45808,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,730
787.0499999999998,22924,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,730
3022.3499999999995,14971,bot17,14,rare,100,21,13,15,497,124,0.21,0.065,0.075,730
127.35,4006,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,730
1588.35,45878,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,731
789.0499999999998,22948,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,731
3024.3499999999995,15001,bot17,14,rare,100,21,13,15,497,124,0.21,0.065,0.075,731
131.35,4226,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,731
1592.35,46058,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,732
793.0499999999998,23128,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,732
3028.3499999999995,15061,bot17,14,rare,100,21,13,15,497,124,0.21,0.065,0.075,732
139.35,4506,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,732
1600.35,46202,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,733
797.0499999999998,23176,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,733
3031.3749999999995,15061,bot17,14,rare,100,21,13,15,497,124,0.21,0.065,0.075,733
147.35,4786,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,733
1604.35,46382,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,734
801.0499999999998,23224,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,734
3039.3749999999995,15421,bot17,14,rare,100,21,13,15,497,124,0.21,0.065,0.075,734
155.35,4882,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,734
1612.35,46822,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,735
805.0499999999998,23364,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,735
3043.3749999999995,15481,bot17,14,rare,100,21,13,15,497,124,0.21,0.065,0.075,735
158.0,4882,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,735
1616.35,47002,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,736
813.0499999999998,23724,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,736
3051.3749999999995,15625,bot17,14,rare,100,21,13,15,497,124,0.21,0.065,0.075,736
160.0,4906,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,736
1618.9499999999998,47002,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,737
821.0499999999998,23868,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,737
3055.3749999999995,15685,bot17,14,rare,100,21,13,15,497,124,0.21,0.065,0.075,737
168.0,5050,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,737
1620.9499999999998,47026,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,738
823.4499999999998,23868,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,738
3059.3749999999995,15733,bot17,15,epic,100,22,14,15,469,124,0.22,0.07,0.075,738
170.0,5140,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,738
1628.9499999999998,47466,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,739
825.4499999999998,23898,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,739
3067.3749999999995,16173,bot17,15,epic,100,22,14,15,469,124,0.22,0.07,0.075,739
172.0,5250,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,739
1630.9499999999998,47536,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,740
833.4499999999998,23994,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,740
3071.3749999999995,16313,bot17,15,epic,100,22,14,15,469,124,0.22,0.07,0.075,740
180.0,5530,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,740
1632.9499999999998,47572,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,741
837.4499999999998,24066,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,741
3079.3749999999995,16753,bot17,15,epic,100,22,14,15,469,124,0.22,0.07,0.075,741
188.0,5650,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,741
1634.9499999999998,47682,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,742
845.4499999999998,24426,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,742
3087.3749999999995,16873,bot17,15,epic,100,22,14,15,469,124,0.22,0.07,0.075,742
190.0,5680,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,742
1636.9499999999998,47772,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,743
853.4499999999998,24706,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,743
3091.3749999999995,16921,bot17,15,epic,100,22,14,15,469,124,0.22,0.07,0.075,743
194.0,5728,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,743
1640.9499999999998,47952,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,744
861.4499999999998,24986,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,744
3095.3749999999995,17141,bot17,15,epic,100,22,14,15,469,124,0.22,0.07,0.075,744
196.6,5728,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,744
1648.9499999999998,48392,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,745
863.7999999999998,24986,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,745
3097.3749999999995,17177,bot17,15,epic,100,22,14,15,469,124,0.22,0.07,0.075,745
200.6,5868,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,745
1651.6,48392,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,746
865.7999999999998,25056,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,746
3099.3749999999995,17267,bot17,15,epic,100,22,14,15,469,124,0.22,0.07,0.075,746
208.6,6308,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,746
1653.6,48462,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,747
873.7999999999998,25152,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,747
3101.3749999999995,17303,bot17,15,epic,100,22,14,15,469,124,0.22,0.07,0.075,747
210.6,6418,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,747
1661.6,48742,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,748
877.7999999999998,25292,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,748
3104.3749999999995,17303,bot17,15,epic,100,22,14,15,469,124,0.22,0.07,0.075,748
214.6,6478,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,748
1669.6,48862,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,749
885.7999999999998,25652,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,749
3112.3749999999995,17447,bot17,15,epic,100,22,14,15,469,124,0.22,0.07,0.075,749
218.6,6618,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,749
1673.6,49042,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,750
887.7999999999998,25762,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,750
3114.3749999999995,17471,bot17,15,epic,100,22,14,15,469,124,0.22,0.07,0.075,750
220.6,6648,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,750
1675.6,49078,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,751
889.7999999999998,25872,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,751
3118.3749999999995,17611,bot17,15,epic,100,22,14,15,469,124,0.22,0.07,0.075,751
222.6,6758,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,751
1679.6,49258,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,752
897.7999999999998,26152,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,752
3122.3749999999995,17671,bot17,15,epic,100,22,14,15,469,124,0.22,0.07,0.075,752
224.6,6868,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,752
1687.6,49378,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,753
901.7999999999998,26332,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,753
3124.3749999999995,17741,bot17,15,epic,100,22,14,15,469,124,0.22,0.07,0.075,753
226.6,6938,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,753
1689.6,49468,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,754
905.7999999999998,26472,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,754
3128.3749999999995,17921,bot17,15,epic,100,22,14,15,469,124,0.22,0.07,0.075,754
228.95,6938,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,754
1692.25,49468,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,755
908.3999999999999,26472,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,755
3136.3749999999995,18281,bot17,15,epic,100,22,14,15,469,124,0.22,0.07,0.075,755
230.95,7008,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,755
1694.25,49578,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,756
912.3999999999999,26520,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,756
3140.3749999999995,18329,bot17,16,epic,100,23,14,16,469,124,0.23,0.07,0.08,756
238.95,7288,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,756
1698.25,49638,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,757
920.3999999999999,26960,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,757
3142.3749999999995,18419,bot17,16,epic,100,23,14,16,469,124,0.23,0.07,0.08,757
240.95,7312,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,757
1700.25,49668,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,758
924.3999999999999,27180,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,758
3146.3749999999995,18559,bot17,16,epic,100,23,14,16,469,124,0.23,0.07,0.08,758
242.95,7382,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,758
1704.25,49728,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,759
932.3999999999999,27540,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,759
3154.3749999999995,18999,bot17,16,epic,100,23,14,16,469,124,0.23,0.07,0.08,759
246.95,7522,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,759
1712.25,50168,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,760
934.3999999999999,27570,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,760
3162.3749999999995,19119,bot17,16,epic,100,23,14,16,469,124,0.23,0.07,0.08,760
250.95,7582,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,760
1720.25,50312,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,761
938.3999999999999,27618,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,761
3166.3749999999995,19339,bot17,16,epic,100,23,14,16,469,124,0.23,0.07,0.08,761
258.95,7726,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,761
1722.8,50312,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,762
940.7499999999999,27618,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,762
3174.3749999999995,19435,bot17,16,epic,100,23,14,16,469,124,0.23,0.07,0.08,762
260.95,7762,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,762
1730.8,50592,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,763
944.7499999999999,27758,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,763
3176.3749999999995,19505,bot17,16,epic,100,23,14,16,469,124,0.23,0.07,0.08,763
262.95,7786,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,763
1734.8,50812,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,764
948.7499999999999,27938,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,764
3178.3749999999995,19595,bot17,16,epic,100,23,14,16,469,124,0.23,0.07,0.08,764
264.95,7816,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,764
1738.8,51032,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,765
956.7499999999999,28378,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,765
3180.3749999999995,19625,bot17,16,epic,100,23,14,16,469,124,0.23,0.07,0.08,765
267.4,7816,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,765
1742.8,51252,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,766
960.7499999999999,28426,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,766
3188.3749999999995,19745,bot17,16,epic,100,23,14,16,469,124,0.23,0.07,0.08,766
271.4,7996,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,766
1746.8,51392,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,767
964.7499999999999,28498,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,767
3191.3499999999995,19745,bot17,16,epic,100,23,14,16,469,124,0.23,0.07,0.08,767
279.4,8140,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,767
1748.8,51502,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,768
968.7499999999999,28570,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,768
3199.3499999999995,20025,bot17,16,epic,100,23,14,16,469,124,0.23,0.07,0.08,768
287.4,8580,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,768
1756.8,51782,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,769
972.7499999999999,28630,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,769
3201.3499999999995,20055,bot17,16,epic,100,23,14,16,469,124,0.23,0.07,0.08,769
295.4,8724,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,769
1759.2,51782,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,770
975.3499999999999,28630,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,770
3205.3499999999995,20235,bot17,16,epic,100,23,14,16,469,124,0.23,0.07,0.08,770
298.09999999999997,8724,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,770
1761.2,51872,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,771
979.3499999999999,28690,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,771
3213.3499999999995,20515,bot17,16,epic,100,23,14,16,469,124,0.23,0.07,0.08,771
300.09999999999997,8754,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,771
1765.2,52092,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,772
983.3499999999999,28910,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,772
3217.3499999999995,20695,bot17,16,epic,100,23,14,16,469,124,0.23,0.07,0.08,772
304.09999999999997,8974,bot18,1,common,100,11,6,4,498,111,0.11,0.03,0.02,772
1773.2,52532,bot12,1,common,100,6,13,2,576,106,0.06,0.065,0.01,773
987.3499999999999,28982,bot15,1,common,100,6,7,8,413,106,0.06,0.035,0.04,773
3225.3499999999995,20975,bot17,16,epic,100,23,14,16,469,124,0.23,0.07,0.08,773
